code,description
291590,"Acids: saturated acyclic monocarboxylic acids: anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915"
291611,Acids: unsaturated acyclic monocarboxylic acids: acrylic acid and its salts
291612,Acids: unsaturated acyclic monocarboxylic acids: esters of acrylic acid
291613,Acids: unsaturated acyclic monocarboxylic acids: methacrylic acid and its salts
291614,Acids: unsaturated acyclic monocarboxylic acids: esters of methacrylic acid
291615,"Acids: unsaturated acyclic monocarboxylic acids: oleic, linoleic or linolenic acids, their salts and esters"
291616,"Acids: unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids: their halogenated, sulphonated, nitrated or nitrosated derivatives, binapacryl (ISO)"
291619,"Acids: unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids: their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in item no. 2916.1"
291620,"Acids: cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
291631,"Acids: aromatic monocarboxylic acids, benzoic acid, its salts and esters"
291632,"Acids: aromatic monocarboxylic acids, benzoyl peroxide and benzoyl chloride"
291634,"Acids: aromatic monocarboxylic acids, phenylacetic acid and its salts"
291639,"Acids: aromatic monocarboxylic acids, and their anhydrides, halides, peroxides, peroxyacids and their derivatives, other than benzoic acid, its salts and esters, benzoyl peroxide and benzoyl chloride, phenylacetic acid and its salts"
291711,"Acids: acyclic polycarboxylic acids: oxalic acid, its salts and esters"
291712,"Acids: acyclic polycarboxylic acids: adipic acid, its salts and esters"
291713,"Acids: acyclic polycarboxylic acids: azelaic acid, sebacic acid, their salts and esters"
291714,Acids: acyclic polycarboxylic acids: maleic anhydride
291719,Acids: acyclic polycarboxylic acids: n.e.c. in item no. 2917.1
291720,"Acids: cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives"
291732,Acids: aromatic polycarboxylic acids: dioctyl orthophthalates
291733,Acids: aromatic polycarboxylic acids: dinonyl or didecyl orthophthalates
291734,Acids: aromatic polycarboxylic acids: other esters of orthophthalic acids
291735,Acids: aromatic polycarboxylic acids: phthalic anhydride
291736,Acids: aromatic polycarboxylic acids: terephthalic acid and its salts
291737,Acids: aromatic polycarboxylic acids: dimethyl terephthalate
291739,Acids: aromatic polycarboxylic acids: n.e.c. in item no. 2917.3
291811,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters"
291812,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), tartaric acid"
291813,"Acids: carboxylic acids, (with alcohol function but without other oxygen function): salts and esters of tartaric acid"
291814,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), citric acid"
291815,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), salts and esters of citric acid"
291816,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), gluconic acid, its salts and esters"
291817,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)"
291818,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)"
291819,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters"
291821,"Acids: carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts"
291822,"Acids: carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters"
291823,"Acids: carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2"
291829,"Acids: carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2"
291830,"Acids: carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives"
291891,"Acids: carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids: 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters"
291899,"Acids: carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids: their halogenated, sulphonated, nitrated or nitrosated derivatives: other than 2,4,5-T (ISO)"
291910,"Esters: phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives: tris(2,3-dibromopropyl) phosphate"
291990,"Esters: phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives: other than tris(2,3-dibromopropyl) phosphate"
292011,"Esters: thiophosphoric esters (phosphorothioates) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)"
292019,Esters: thiophosphoric esters (phosphorothioates) and their salts: other than parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)
292021,"Esters: phosphite esters and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, dimethyl phosphite"
292022,"Esters: phosphite esters and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl phosphite"
292023,"Esters: phosphite esters and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, trimethyl phosphite"
292024,"Esters: phosphite esters and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, triethyl phosphite"
292029,"Esters: phosphite esters and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920"
292030,"Esters: of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, endosulfan (ISO)"
292090,"Esters: other than thiophosphoric esters (phosphorothioates) and phosphite esters and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920"
292111,"Amine-function compounds: acyclic monoamines and their derivatives, methylamine, di- or trimethylamine and their salts"
292112,"Amine-function compounds: acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Dimethylamino)ethylchloride hydrochloride"
292113,"Amine-function compounds: acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Diethylamino)ethylchloride hydrochloride"
292114,"Amine-function compounds: acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Diisopropylamino)ethylchloride hydrochloride"
292119,"Amine-function compounds: acyclic monoamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.1"
292121,"Amine-function compounds: acyclic polyamines and their derivatives, ethylenediamine and its salts"
292122,"Amine-function compounds: acyclic polyamines and their derivatives, hexamethylenediamine and its salts"
292129,"Amine-function compounds: acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2"
292130,"Amine-function compounds: cyclanic, cyclenic or cycloterpenic mono- or polyamines and their derivatives: salts thereof"
292141,"Amine-function compounds: aromatic monoamines and their derivatives, aniline and its salts"
292142,"Amine-function-compounds: aromatic monoamines and their derivatives, aniline derivatives and their salts"
292143,"Amine-function compounds: aromatic monoamines and their derivatives, toluidines and their derivatives: salts thereof"
292144,"Amine-function compounds: aromatic monoamines and their derivatives, diphenylamine and its derivatives: salts thereof"
292145,"Amine-function compounds: aromatic monoamines and their derivatives: 1-naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthaylamine) and their derivatives: salts thereof"
292146,"Amine-function compounds: aromatic monoamines and derivatives: amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN): salts thereof"
292149,Amine-function compounds: aromatic monoamines and their derivatives: salts thereof: n.e.c. in item no. 2921.4
292151,"Amine-function compounds: aromatic amines and their derivatives: o-, m-, p-phenylenediamine, diaminotoluenes and their derivatives: salts thereof"
292159,"Amine-function compounds: aromatic polyamines and their derivatives, other than item no. 2921.51"
292211,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, monoethanolamine and its salts"
292212,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, diethanolamine and its salts"
292214,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof: dextropropoxyphene (INN) and its salts"
292215,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, triethanolamine"
292216,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, Diethanolammonium perfluorooctane sulphonate"
292217,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, Methyldiethanolamine and ethyldiethanolamine"
292218,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, 2-(N,N- Diisopropylamino)ethanol"
292219,"Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters: salts thereof, n.e.c. in item no. 2922.1"
292221,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, aminohydroxynaphthalenesulphonic acids and their salts"
292229,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters: salts thereof n.e.c. in item no. 2922.2"
292231,"Amino-aldehydes, amino-ketones and amino-quinones: other than those containing more than one kind of oxygen function, salts thereof"
292239,"Amino-aldehydes, amino-ketones and amino-quinones: other than those containing more than one kind of oxygen function: salts thereof, excluding amfepramone (INN), methadone (INN), and normethadone (INN) and salts thereof"
292241,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters: lysine and its esters: salts thereof"
292242,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters: glutamic acid and its esters: salts thereof"
292243,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters: anthranilic acid and its esters: salts thereof"
292244,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters: tilidine (INN) and its esters: salts thereof"
292249,"Amino-acids, other than those containing more than one kind of oxygen function, their esters: salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof"
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function"
292310,"Quaternary ammonium salts and hydroxides: choline and its salts, whether or not chemically defined"
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined"
292330,"Quaternary ammonium salts and hydroxides: tetraethylammonium perfluorooctane sulphonate, whether or not chemically defined"
292340,"Quaternary ammonium salts and hydroxides: didecyldimethylammonium perfluorooctane sulphonate, whether or not chemically defined"
292390,Quaternary ammonium salts and hydroxides: whether or not chemically defined n.e.c. in heading no. 2923
292411,Acyclic amides (including acyclic carbamates) and their derivatives: salts thereof: meprobamate (INN)
292412,"Acyclic amides (including acyclic carbamates) and their derivatives: salts thereof: fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)"
292419,"Acyclic amides (including acyclic carbamates) and their derivatives: salts thereof, other than meprobamate (INN), fluoroacetamide (ISO), monocrotophos (ISO) or phosphamidon (ISO)"
292421,"Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives: salts thereof"
292423,Cyclic amides (including cyclic carbamates) and their derivatives: 2-acetamidobenzoic acid (N-acetylanthranillic acid) and its salts
292424,Cyclic amides (including cyclic carbamates) and their derivatives: ethinamate and its salts
292425,Cyclic amides (including cyclic carbamates) and their derivatives: alachlor (ISO) and its salts
292429,"Cyclic amides (including cyclic carbamates) and their derivatives: other than the derivatives and salts of ureines, 2-acetamidobenzoic acid (N-acetylanthancillic acid),ethinamate S, and alachlor (ISO) and their derivatives and salts"
292511,Imides and their derivatives: saccharin and its salts
